size=large; appearance=dark; increaseContrast=false; bold=false; reduceTransparency=false
 |  | {{20, 590.33333333333326}, {400, 52}}
 |  | {{434, 863}, {3, 7}}
 |  | {{0, 873}, {440, 83}}
 |  | {{0, 873}, {440, 83}}
 |  | {{20, 151}, {400, 52}}
 |  | {{20, 151}, {400, 52}}
 |  | {{20, 220.66666666666666}, {400, 40.333333333333343}}
 |  | {{20, 261}, {400, 52}}
 |  | {{20, 261}, {400, 52}}
 |  | {{20, 330.33333333333337}, {400, 40.333333333333314}}
 |  | {{20, 370.66666666666669}, {400, 52}}
 |  | {{20, 370.66666666666669}, {400, 52}}
 |  | {{20, 440.33333333333331}, {400, 40.333333333333371}}
 |  | {{20, 480.66666666666669}, {400, 52.000000000000057}}
 |  | {{20, 480.66666666666669}, {400, 52.000000000000057}}
 |  | {{20, 550}, {400, 40.333333333333371}}
 |  | {{20, 590.33333333333326}, {400, 52}}
 |  | {{20, 590.33333333333326}, {400, 52}}
 |  | {{0, 873}, {440, 83}}
 |  | {{20, 151}, {400, 52}}
 |  | {{20, 220.66666666666666}, {400, 40.333333333333343}}
 |  | {{20, 261}, {400, 52}}
 |  | {{20, 330.33333333333337}, {400, 40.333333333333314}}
 |  | {{20, 370.66666666666669}, {400, 52}}
 |  | {{20, 440.33333333333331}, {400, 40.333333333333371}}
 |  | {{20, 480.66666666666669}, {400, 52.000000000000057}}
 |  | {{20, 550}, {400, 40.333333333333371}}
 |  | {{20, 590.33333333333326}, {400, 52}}
 | Part of speech | {{40, 166.83333333333334}, {110.66666666666666, 20.333333333333314}}
 | Noun | {{359, 166.83333333333334}, {41, 20.333333333333314}}
